 Frames  X Position (px)  Y Position (px)  Angle (deg)
 731    32.500000        44.354167         58.949441  
 732    33.577778        45.422222         54.505823  
 733    33.777778        45.222222         51.152161  
 734    33.777778        45.222222         51.152161  
 735    33.777778        45.222222         51.152161  
 736    34.354167        44.500000         39.982420  
 737    33.422222        45.422222         56.043874  
 738    33.422222        45.422222         56.043874  
 739    33.428571        44.809524         51.329680  
 740    33.500000        44.645833         49.146059  
 741    33.444444        44.166667         45.005485  
 742    33.500000        43.645833         38.229651  
 743    33.500000        43.645833         38.229651  
 744    34.500000        43.645833         29.925504  
 745    34.500000        43.645833         29.925504  
 746    33.777778        44.222222         42.217552  
 747    33.577778        44.422222         46.232411  
 748    33.577778        44.422222         46.232411  
 749    33.577778        44.422222         46.232411  
 750    33.422222        44.422222         47.870798  
 751    33.422222        44.422222         47.870798  
 752    32.422222        45.422222         67.320302  
 753    32.266667        45.000000         67.029121  
 754    32.577778        44.577778         59.734694  
 755    33.166667        43.555556         40.700765  
 756    33.166667        44.444444         50.971426  
 757    33.500000        43.645833         38.229651  
 758    33.431373        43.568627         37.918938  
 759    33.431373        43.431373         36.021355  
 760    33.500000        43.354167         34.226185  
 761    32.645833        43.500000         46.969976  
 762    32.850000        43.266667         40.436298  
 763    33.901961        41.960784          8.263046  
 764    34.000000        42.000000          8.698726  
 765    34.422222        42.422222         14.109901  
 766    34.500000        42.000000          7.541959  
 767    34.333333        42.000000          7.892005  
 768    34.333333        42.000000          7.892005  
 769    34.333333        42.000000          7.892005  
 770    34.150000        42.266667         12.705534  
 771    34.000000        42.000000          8.698726  
 772    34.000000        42.000000          8.698726  
 773    34.000000        42.000000          8.698726  
 774    34.000000        42.500000         17.150200  
 775    34.000000        43.000000         24.900740  
 776    34.577778        41.577778          1.048984  
 777    34.777778        42.222222         10.140799  
 778    34.500000        42.354167         12.831580  
 779    34.000000        43.000000         24.900740  
 780    32.784314        41.627451          3.411621  
 781    28.645833        39.500000        223.171578  
 782    28.645833        39.500000        223.171578  
 783    28.645833        39.500000        223.171578  
 784    28.645833        39.500000        223.171578  
 785    28.696970        39.696970        220.919660  
 786    28.696970        39.696970        220.919660  
 787    28.500000        39.500000        221.292814  
 788    28.500000        39.500000        221.292814  
 789    28.500000        39.500000        221.292814  
 790    28.577778        39.422222        223.363201  
 791    28.645833        39.500000        223.171578  
 792    28.645833        39.500000        223.171578  
 793    28.955556        39.288889        230.476943  
 794    29.000000        39.375000        230.054490  
 795    29.190476        39.428571        232.494921  
 796    29.190476        39.428571        232.494921  
 797    28.939394        39.393939        228.858076  
 798    28.577778        39.422222        223.363201  
 799    29.000000        39.266667        231.444883  
 800    29.222222        39.222222        235.615809  
 801    28.500000        39.645833        219.163616  
 802    28.500000        39.645833        219.163616  
 803    28.577778        39.577778        221.153913  
 804    28.577778        39.577778        221.153913  
 805    28.577778        39.577778        221.153913  
 806    28.939394        39.393939        228.858076  
 807    28.577778        39.577778        221.153913  
 808    28.428571        40.190476        209.200011  
 809    28.577778        39.577778        221.153913  
 810    28.645833        39.500000        223.171578  
 811    28.645833        39.500000        223.171578  
 812    28.577778        39.422222        223.363201  
 813    28.577778        39.422222        223.363201  
 814    28.645833        39.500000        223.171578  
 815    28.577778        39.422222        223.363201  
 816    28.645833        39.500000        223.171578  
 817    28.833333        39.444444        226.577065  
 818    28.645833        39.500000        223.171578  
 819    28.645833        39.500000        223.171578  
 820    28.645833        39.500000        223.171578  
 821    29.354167        39.500000        234.501302  
 822    29.422222        39.422222        236.813567  
 823    28.500000        39.645833        219.163616  
 824    28.500000        39.645833        219.163616  
 825    28.500000        39.645833        219.163616  
 826    28.809524        39.571429        224.411679  
 827    28.645833        39.500000        223.171578  
 828    28.645833        39.500000        223.171578  
 829    28.500000        39.645833        219.163616  
 830    28.500000        39.645833        219.163616  
 831    29.000000        39.500000        228.343552  
 832    29.000000        39.500000        228.343552  
 833    29.500000        39.500000        237.354520  
 834    30.422222        38.577778        262.911509  
 835    30.422222        38.577778        262.911509  
 836    31.422222        38.577778        282.236599  
 837    31.422222        38.577778        282.236599  
 838    32.777778        38.777778        306.099373  
 839    32.500000        38.645833        300.902425  
 840    33.000000        39.000000        311.424850  
 841    33.577778        39.422222        323.224923  
 842    34.000000        39.500000        327.994410  
 843    34.428571        39.809524        334.992499  
 844    34.577778        40.422222        344.013268  
 845    34.666667        40.256410        342.116864  
 846    35.000000        41.000000        353.120245  
 847    35.000000        41.266667        356.716886  
 848    35.266667        42.000000          6.262599  
 849    35.370370        42.074074          7.035740  
 850    35.422222        42.577778         12.990729  
 851    35.422222        43.577778         24.056976  
 852    35.333333        43.743590         26.179523  
 853    35.222222        44.222222         31.459956  
 854    34.577778        44.577778         38.994707  
 855    34.577778        44.577778         38.994707  
 856    33.645833        45.500000         54.386216  
 857    34.354167        45.500000         48.211315  
 858    34.354167        45.500000         48.211315  
 859    33.645833        45.500000         54.386216  
 860    33.000000        46.190476         64.698735  
 861    32.500000        46.354167         70.527716  
 862    32.256410        46.333333         73.058440  
 863    31.222222        46.222222         84.720696  
 864    30.500000        46.354167         93.385319  
 865    30.000000        45.809524        100.364387  
 866    29.577778        45.577778        106.544698  
 867    29.000000        45.190476        115.883741  
 868    28.422222        44.422222        129.057284  
 869    28.000000        44.190476        136.095049  
 870    28.256410        44.333333        131.849792  
 871    27.500000        43.500000        148.785027  
 872    27.733333        43.000000        153.963057  
 873    27.733333        43.000000        153.963057  
 874    27.416667        41.666667        177.310497  
 875    27.666667        41.416667        181.683406  
 876    27.500000        41.500000        180.145759  
 877    27.500000        40.500000        197.056294  
 878    28.000000        40.266667        204.017138  
 879    28.500000        39.500000        221.292814  
 880    28.500000        39.500000        221.292814  
 881    28.925926        39.629630        225.275940  
 882    28.904762        39.904762        220.435097  
 883    29.000000        39.266667        231.444883  
 884    28.577778        39.577778        221.153913  
 885    28.666667        39.743590        219.775578  
 886    28.666667        39.743590        219.775578  
 887    28.583333        39.666667        219.891391  
 888    28.577778        39.577778        221.153913  
 889    28.577778        39.577778        221.153913  
 890    28.577778        39.577778        221.153913  
 891    29.500000        39.354167        239.151157  
 892    29.422222        39.422222        236.813567  
 893    29.422222        39.422222        236.813567  
 894    28.500000        39.645833        219.163616  
 895    28.500000        39.645833        219.163616  
 896    28.577778        39.577778        221.153913  
 897    28.577778        39.577778        221.153913  
 898    28.577778        39.577778        221.153913  
 899    29.500000        39.354167        239.151157  
 900    29.500000        39.354167        239.151157  
 901    28.428571        40.190476        209.200011  
 902    28.428571        40.190476        209.200011  
 903    28.500000        39.645833        219.163616  
 904    28.500000        39.645833        219.163616  
 905    28.500000        39.645833        219.163616  
 906    28.500000        39.645833        219.163616  
 907    28.809524        39.571429        224.411679  
 908    28.645833        39.500000        223.171578  
 909    28.500000        39.500000        221.292814  
 910    28.733333        40.000000        216.300936  
 911    28.777778        39.777778        220.743945  
 912    28.777778        39.777778        220.743945  
 913    28.777778        39.777778        220.743945  
 914    28.500000        40.133333        211.019716  
 915    28.370370        40.074074        210.693100  
 916    28.500000        40.000000        213.410384  
 917    28.777778        39.777778        220.743945  
 918    28.629630        39.925926        216.264577  
 919    28.925926        39.629630        225.275940  
 920    28.500000        39.645833        219.163616  
 921    28.444444        40.166667        209.805561  
 922    28.444444        40.166667        209.805561  
 923    28.444444        40.166667        209.805561  
 924    28.444444        40.166667        209.805561  
 925    28.444444        40.166667        209.805561  
 926    28.743590        39.666667        222.032766  
 927    28.743590        39.666667        222.032766  
 928    28.422222        39.577778        219.232072  
 929    28.422222        39.577778        219.232072  
 930    28.666667        40.256410        210.563894  
 931    33.645833        44.500000         46.296864  
 932    33.645833        44.500000         46.296864  
 933    33.645833        44.500000         46.296864  
 934    33.645833        44.500000         46.296864  
 935    33.571429        45.190476         52.899812  
 936    33.577778        44.422222         46.232411  
 937    33.577778        44.422222         46.232411  
 938    33.422222        44.422222         47.870798  
 939    32.809524        44.571429         56.558886  
 940    32.500000        44.645833         61.361348  
 941    33.000000        43.809524         46.114303  
 942    33.000000        43.809524         46.114303  
 943    32.645833        44.500000         58.140680  
 944    32.645833        44.500000         58.140680  
 945    33.500000        44.500000         47.792647  
 946    33.422222        44.577778         49.348750  
 947    33.354167        44.500000         49.362767  
 948    33.354167        44.500000         49.362767  
 949    33.354167        44.500000         49.362767  
 950    33.422222        44.422222         47.870798  
 951    33.333333        44.256410         47.177962  
 952    33.422222        44.422222         47.870798  
 953    33.784314        43.627451         35.256998  
 954    33.577778        44.422222         46.232411  
 955    33.577778        44.422222         46.232411  
 956    33.645833        44.500000         46.296864  
 957    33.577778        44.422222         46.232411  
 958    33.500000        44.500000         47.792647  
 959    34.500000        43.500000         28.206674  
 960    34.833333        43.444444         25.568169  
 961    33.754386        43.385965         32.320377  
 962    33.354167        44.500000         49.362767  
 963    33.354167        44.500000         49.362767  
 964    32.431373        44.568627         61.744418  
 965    32.354167        45.500000         68.560037  
 966    31.777778        45.777778         76.930487  
 967    31.777778        45.777778         76.930487  
 968    32.354167        45.500000         68.560037  
 969    32.500000        45.000000         63.862748  
 970    32.500000        45.354167         65.986459  
 971    32.422222        45.577778         68.103887  
 972    32.422222        45.577778         68.103887  
 973    32.422222        45.577778         68.103887  
 974    32.422222        45.577778         68.103887  
 975    31.846154        45.666667         75.705600  
 976    32.190476        45.428571         70.297541  
 977    32.416667        45.222222         66.303263  
 978    32.416667        45.222222         66.303263  
 979    32.416667        45.222222         66.303263  
 980    30.571429        44.190476         94.587721  
 981    28.500000        40.000000        213.410384  
 982    28.500000        40.000000        213.410384  
 983    28.571429        39.809524        217.484365  
 984    28.577778        39.577778        221.153913  
 985    28.645833        39.500000        223.171578  
 986    28.645833        39.500000        223.171578  
 987    28.577778        39.577778        221.153913  
 988    28.666667        39.743590        219.775578  
 989    28.629630        39.925926        216.264577  
 990    28.500000        39.500000        221.292814  
 991    29.422222        39.422222        236.813567  
 992    29.422222        39.422222        236.813567  
 993    28.500000        39.645833        219.163616  
 994    28.428571        39.809524        215.770243  
 995    28.500000        39.645833        219.163616  
 996    28.422222        39.577778        219.232072  
 997    28.577778        39.577778        221.153913  
 998    28.645833        39.500000        223.171578  
 999    28.645833        39.500000        223.171578  
1000    28.809524        39.571429        224.411679  
1001    28.500000        39.645833        219.163616  
1002    28.500000        39.645833        219.163616  
1003    28.500000        39.645833        219.163616  
1004    28.222222        39.777778        214.013149  
1005    28.422222        39.577778        219.232072  
1006    28.577778        39.577778        221.153913  
1007    28.577778        39.577778        221.153913  
1008    28.577778        39.577778        221.153913  
1009    28.577778        39.577778        221.153913  
1010    28.500000        39.645833        219.163616  
1011    28.266667        40.000000        210.903072  
1012    28.266667        40.000000        210.903072  
1013    28.266667        40.000000        210.903072  
1014    28.266667        40.000000        210.903072  
1015    28.266667        40.000000        210.903072  
1016    28.500000        40.500000        203.796419  
1017    28.422222        40.422222        204.672485  
1018    28.428571        40.190476        209.200011  
1019    28.393939        39.939394        213.253999  
1020    28.422222        39.577778        219.232072  
1021    28.422222        39.577778        219.232072  
1022    28.422222        39.577778        219.232072  
1023    28.422222        39.577778        219.232072  
1024    28.577778        39.577778        221.153913  
1025    28.577778        39.577778        221.153913  
1026    28.577778        39.577778        221.153913  
1027    28.577778        39.577778        221.153913  
1028    28.422222        39.577778        219.232072  
1029    28.500000        39.500000        221.292814  
1030    28.577778        39.422222        223.363201  
1031    29.222222        39.222222        235.615809  
1032    29.222222        39.222222        235.615809  
1033    29.577778        38.577778        247.583778  
1034    29.500000        38.500000        246.844058  
1035    30.500000        38.500000        264.557076  
1036    31.422222        38.422222        281.637067  
1037    31.583333        38.333333        284.085971  
1038    31.583333        38.333333        284.085971  
1039    31.583333        38.333333        284.085971  
1040    33.000000        38.266667        304.324334  
1041    32.696970        38.303030        300.794211  
1042    33.500000        39.000000        317.248130  
1043    34.095238        39.095238        323.894827  
1044    34.733333        40.000000        339.083929  
1045    34.577778        40.577778        346.208658  
1046    35.354167        41.500000        359.895116  
1047    35.354167        41.500000        359.895116  
1048    35.333333        42.256410          9.342958  
1049    35.422222        42.577778         12.990729  
1050    35.422222        42.577778         12.990729  
1051    35.500000        43.645833         24.393959  
1052    35.288889        43.955556         28.526304  
1053    35.000000        44.266667         33.211092  
1054    34.577778        44.577778         38.994707  
1055    34.577778        44.577778         38.994707  
1056    34.303030        45.303030         47.179845  
1057    34.222222        45.222222         47.229073  
1058    33.422222        45.577778         57.070723  
1059    32.500000        46.000000         69.120465  
1060    32.733333        46.000000         66.567993  
1061    32.571429        45.809524         67.463844  
1062    31.500000        46.354167         81.625623  
1063    30.500000        46.354167         93.385319  
1064    30.098039        45.960784         98.791670  
1065    29.422222        45.577778        108.535673  
1066    28.500000        45.000000        123.220486  
1067    28.422222        44.422222        129.057284  
1068    28.354167        44.500000        129.114326  
1069    27.743590        44.333333        137.128424  
1070    27.645833        43.500000        147.620587  
1071    27.500000        42.500000        163.210524  
1072    27.733333        42.000000        170.852857  
1073    27.733333        42.000000        170.852857  
1074    27.733333        42.000000        170.852857  
1075    27.577778        41.422222        181.537679  
1076    27.666667        41.256410        184.616844  
1077    27.577778        40.422222        198.699941  
1078    28.422222        39.577778        219.232072  
1079    28.422222        39.577778        219.232072  
1080    28.422222        39.577778        219.232072  
1081    28.500000        39.500000        221.292814  
1082    28.500000        39.500000        221.292814  
1083    28.500000        39.500000        221.292814  
1084    28.500000        39.500000        221.292814  
1085    28.500000        39.500000        221.292814  
1086    28.500000        39.500000        221.292814  
1087    28.500000        39.500000        221.292814  
1088    28.500000        39.500000        221.292814  
1089    28.500000        39.500000        221.292814  
1090    28.393939        39.939394        213.253999  
1091    28.500000        39.500000        221.292814  
1092    28.500000        39.500000        221.292814  
1093    28.500000        39.500000        221.292814  
1094    28.577778        39.577778        221.153913  
1095    28.500000        39.500000        221.292814  
1096    28.500000        39.500000        221.292814  
1097    28.577778        39.577778        221.153913  
1098    28.500000        39.500000        221.292814  
1099    28.393939        39.939394        213.253999  
1100    28.743590        39.666667        222.032766  
1101    28.743590        39.666667        222.032766  
1102    28.743590        39.666667        222.032766  
1103    28.743590        39.666667        222.032766  
1104    28.743590        39.666667        222.032766  
1105    28.333333        40.256410        207.035674  
1106    28.333333        40.256410        207.035674  
1107    28.333333        40.256410        207.035674  
1108    28.333333        40.256410        207.035674  
1109    28.333333        40.256410        207.035674  
1110    29.500000        39.500000        237.354520  
1111    29.303030        39.303030        236.069641  
1112    29.303030        39.303030        236.069641  
1113    29.303030        39.303030        236.069641  
1114    29.060606        39.606061        227.781145  
1115    28.577778        39.577778        221.153913  
1116    28.577778        39.577778        221.153913  
1117    28.500000        39.500000        221.292814  
1118    28.422222        39.577778        219.232072  
1119    28.333333        39.743590        215.729038  
1120    28.422222        39.577778        219.232072  
1121    28.428571        39.809524        215.770243  
1122    28.428571        39.809524        215.770243  
1123    28.428571        39.809524        215.770243  
1124    28.428571        39.809524        215.770243  
1125    28.428571        39.809524        215.770243  
1126    28.428571        39.809524        215.770243  
1127    28.428571        39.809524        215.770243  
1128    28.428571        39.809524        215.770243  
1129    30.372549        42.215686        120.346562  
1130    33.645833        44.500000         46.296864  
1131    33.500000        45.500000         55.793744  
1132    33.733333        45.000000         49.838104  
1133    33.733333        45.000000         49.838104  
1134    33.733333        45.000000         49.838104  
1135    33.500000        45.500000         55.793744  
1136    33.500000        45.500000         55.793744  
1137    33.500000        45.500000         55.793744  
1138    34.606061        43.939394         32.476503  
1139    34.500000        43.500000         28.206674  
1140    34.422222        43.577778         29.649100  
1141    34.645833        43.500000         27.297241  
1142    34.568627        43.568627         28.579724  
1143    34.354167        44.500000         39.982420  
1144    34.166667        44.555556         42.035665  
1145    33.777778        44.777778         47.545172  
1146    33.606061        45.060606         51.561009  
1147    32.500000        45.500000         66.769285  
1148    32.500000        45.500000         66.769285  
1149    33.000000        44.733333         55.537542  
1150    33.385965        44.245614         46.480611  
1151    33.754386        43.614035         35.356520  
1152    33.777778        43.777778         37.188154  
1153    33.850000        43.733333         35.991633  
1154    34.500000        43.354167         26.430711  
1155    35.422222        42.422222         11.152330  
1156    35.422222        42.422222         11.152330  
1157    35.190476        42.000000          6.370065  
1158    35.000000        42.000000          6.655513  
1159    34.500000        43.000000         21.885133  
1160    33.645833        43.500000         34.860128  
1161    33.645833        43.500000         34.860128  
1162    33.555556        43.833333         40.019214  
1163    33.500000        43.645833         38.229651  
1164    33.500000        44.000000         42.560887  
1165    33.500000        44.354167         46.364880  
1166    33.500000        43.500000         36.279196  
1167    33.500000        43.500000         36.279196  
1168    33.500000        43.500000         36.279196  
1169    34.190476        43.000000         23.664180  
1170    34.000000        43.375000         30.152339  
1171    33.645833        43.500000         34.860128  
1172    33.375000        44.000000         43.909330  
1173    32.645833        44.500000         58.140680  
1174    33.645833        43.500000         34.860128  
1175    33.185185        44.000000         46.090693  
1176    33.645833        43.500000         34.860128  
1177    34.354167        42.500000         15.533972  
1178    34.215686        42.372549         14.145146  
1179    32.500000        40.500000        329.521861  
1180    29.000000        39.266667        231.444883  
1181    29.000000        39.500000        228.343552  
1182    29.000000        39.500000        228.343552  
1183    28.444444        39.777778        216.459576  
1184    28.629630        39.925926        216.264577  
1185    28.266667        40.000000        210.903072  
1186    28.606061        39.939394        215.735616  
1187    28.777778        39.777778        220.743945  
1188    28.777778        39.777778        220.743945  
1189    28.777778        39.777778        220.743945  
1190    29.000000        39.500000        228.343552  
1191    29.000000        39.500000        228.343552  
1192    29.000000        39.500000        228.343552  
1193    29.000000        39.500000        228.343552  
1194    29.422222        39.422222        236.813567  
1195    28.809524        39.571429        224.411679  
1196    28.645833        39.500000        223.171578  
1197    28.422222        40.422222        204.672485  
1198    28.422222        40.422222        204.672485  
1199    28.777778        39.777778        220.743945  
1200    28.777778        39.777778        220.743945  
1201    29.500000        39.500000        237.354520  
1202    29.500000        39.500000        237.354520  
1203    29.733333        39.000000        247.221422  
1204    29.733333        39.000000        247.221422  
1205    30.422222        38.577778        262.911509  
1206    30.422222        38.577778        262.911509  
1207    30.422222        38.577778        262.911509  
1208    29.428571        39.190476        239.633453  
1209    29.333333        39.256410        237.163500  
1210    29.000000        39.266667        231.444883  
1211    28.866667        39.500000        226.288824  
1212    28.866667        39.500000        226.288824  
1213    28.866667        39.500000        226.288824  
1214    28.866667        39.500000        226.288824  
1215    28.866667        39.500000        226.288824  
1216    28.866667        39.500000        226.288824  
1217    28.866667        39.500000        226.288824  
1218    29.000000        39.266667        231.444883  
1219    29.095238        39.095238        234.972561  
1220    28.629630        39.925926        216.264577  
1221    28.500000        40.000000        213.410384  
1222    28.500000        40.000000        213.410384  
1223    28.500000        40.000000        213.410384  
1224    28.500000        39.645833        219.163616  
1225    33.000000        38.809524        309.355630  
1226    33.500000        39.354167        321.553107  
1227    34.354167        39.500000        330.622341  
1228    34.625000        40.000000        338.546611  
1229    34.555556        39.833333        336.038047  
1230    34.733333        40.150000        341.007679  
1231    35.500000        41.354167        358.126271  
1232    35.444444        41.833333          3.991031  
1233    35.500000        42.354167         10.173382  
1234    35.500000        42.354167         10.173382  
1235    35.500000        43.354167         21.385910  
1236    34.955556        44.288889         33.702016  
1237    34.645833        44.500000         37.782827  
1238    34.606061        44.939394         41.933804  
1239    34.500000        45.000000         43.237440  
1240    34.266667        45.000000         45.095498  
1241    33.500000        45.645833         56.743158  
1242    33.500000        45.645833         56.743158  
1243    32.777778        45.777778         64.997043  
1244    33.222222        45.777778         60.296536  
1245    32.733333        46.000000         66.567993  
1246    32.000000        46.000000         74.883177  
1247    31.266667        46.000000         83.899987  
1248    31.266667        46.000000         83.899987  
1249    31.222222        46.222222         84.720696  
1250    30.111111        45.777778         98.991197  
1251    29.500000        45.645833        107.274356  
1252    29.000000        45.375000        114.800121  
1253    28.500000        44.645833        126.085260  
1254    28.354167        44.500000        129.114326  
1255    27.833333        44.444444        135.167636  
1256    27.645833        43.500000        147.620587  
1257    27.577778        43.577778        147.181825  
1258    27.500000        43.500000        148.785027  
1259    27.422222        42.577778        162.366617  
1260    27.577778        42.422222        164.103462  
1261    27.777778        40.777778        193.647862  
1262    28.354167        40.500000        202.515970  
1263    28.422222        40.422222        204.672485  
1264    28.500000        39.645833        219.163616  
1265    28.577778        39.577778        221.153913  
1266    28.577778        39.577778        221.153913  
1267    29.074074        39.629630        227.648995  
1268    29.500000        39.500000        237.354520  
1269    29.000000        39.733333        224.813072  
1270    29.000000        39.733333        224.813072  
1271    28.777778        39.777778        220.743945  
1272    28.777778        39.777778        220.743945  
1273    28.777778        39.777778        220.743945  
1274    28.777778        39.777778        220.743945  
1275    28.777778        39.777778        220.743945  
1276    29.060606        39.606061        227.781145  
1277    28.777778        39.777778        220.743945  
1278    29.000000        39.625000        226.509528  
1279    29.354167        39.500000        234.501302  
1280    28.743590        39.666667        222.032766  
1281    28.629630        39.925926        216.264577  
1282    28.743590        39.666667        222.032766  
1283    28.777778        39.777778        220.743945  
1284    28.777778        39.777778        220.743945  
1285    28.666667        39.743590        219.775578  
1286    28.577778        39.577778        221.153913  
1287    29.000000        39.500000        228.343552  
1288    29.000000        39.500000        228.343552  
1289    29.190476        39.428571        232.494921  
1290    29.256410        39.333333        234.871753  
1291    29.000000        39.500000        228.343552  
1292    29.000000        39.500000        228.343552  
1293    29.000000        39.500000        228.343552  
1294    29.000000        39.500000        228.343552  
1295    29.000000        39.500000        228.343552  
1296    29.000000        39.500000        228.343552  
1297    29.000000        39.500000        228.343552  
1298    29.000000        39.500000        228.343552  
1299    29.000000        39.500000        228.343552  
1300    29.000000        39.500000        228.343552  
1301    28.500000        39.866667        215.676385  
1302    28.500000        39.866667        215.676385  
1303    28.500000        39.866667        215.676385  
1304    28.500000        39.866667        215.676385  
1305    28.500000        39.866667        215.676385  
1306    28.500000        39.866667        215.676385  
1307    28.500000        39.866667        215.676385  
1308    28.696970        39.696970        220.919660  
1309    29.000000        39.500000        228.343552  
1310    28.925926        39.629630        225.275940  
1311    28.866667        39.500000        226.288824  
1312    28.393939        39.939394        213.253999  
1313    28.266667        40.000000        210.903072  
1314    28.393939        40.060606        211.176856  
1315    29.577778        43.577778        120.291758  
1316    32.422222        45.422222         67.320302  
1317    33.000000        45.375000         60.212196  
1318    32.833333        45.444444         62.526461  
1319    33.500000        44.645833         49.146059  
1320    33.500000        44.354167         46.364880  
1321    33.500000        44.645833         49.146059  
1322    33.500000        44.645833         49.146059  
1323    33.500000        44.645833         49.146059  
1324    33.500000        44.645833         49.146059  
1325    33.500000        44.500000         47.792647  
1326    33.422222        44.577778         49.348750  
1327    33.422222        45.422222         56.043874  
1328    33.000000        45.500000         60.991759  
1329    32.696970        45.696970         65.483432  
1330    32.629630        45.925926         67.354393  
1331    32.904762        45.904762         64.275993  
1332    32.904762        45.904762         64.275993  
1333    32.904762        45.904762         64.275993  
1334    33.000000        45.000000         57.629363  
1335    33.000000        45.000000         57.629363  
1336    33.000000        45.000000         57.629363  
1337    33.000000        45.000000         57.629363  
1338    33.000000        45.000000         57.629363  
1339    33.000000        45.000000         57.629363  
1340    32.733333        45.000000         60.859122  
1341    32.733333        45.000000         60.859122  
1342    32.733333        45.000000         60.859122  
1343    32.733333        45.000000         60.859122  
1344    32.571429        45.190476         64.139782  
1345    33.354167        44.500000         49.362767  
1346    33.500000        44.354167         46.364880  
1347    32.577778        44.422222         58.421250  
1348    33.422222        43.577778         38.138514  
1349    33.354167        43.500000         37.800935  
1350    33.354167        43.500000         37.800935  
1351    34.166667        42.555556         17.213980  
1352    34.166667        42.555556         17.213980  
1353    34.222222        42.777778         20.278859  
1354    34.000000        42.500000         17.150200  
1355    34.422222        42.422222         14.109901  
1356    34.444444        42.166667         10.202489  
1357    34.444444        42.166667         10.202489  
1358    34.444444        42.166667         10.202489  
1359    34.000000        42.500000         17.150200  
1360    34.000000        42.500000         17.150200  
1361    34.000000        42.500000         17.150200  
1362    34.000000        42.500000         17.150200  
1363    34.000000        42.500000         17.150200  
1364    33.000000        42.500000         24.133611  
1365    30.333333        39.743590        255.593961  
1366    28.500000        39.500000        221.292814  
1367    28.904762        39.904762        220.435097  
1368    28.904762        39.904762        220.435097  
1369    28.904762        39.904762        220.435097  
1370    28.925926        39.629630        225.275940  
1371    28.866667        39.500000        226.288824  
1372    28.866667        39.500000        226.288824  
1373    28.866667        39.500000        226.288824  
1374    28.866667        39.500000        226.288824  
1375    28.866667        39.500000        226.288824  
1376    28.500000        39.866667        215.676385  
1377    28.000000        40.000000        208.425867  
1378    28.500000        39.866667        215.676385  
1379    28.303030        39.696970        216.104614  
1380    28.577778        39.577778        221.153913  
1381    28.428571        39.809524        215.770243  
1382    28.428571        39.809524        215.770243  
1383    28.428571        39.809524        215.770243  
1384    28.577778        39.577778        221.153913  
1385    28.577778        39.577778        221.153913  
1386    28.577778        39.577778        221.153913  
1387    28.500000        39.645833        219.163616  
1388    28.500000        39.645833        219.163616  
1389    28.444444        39.833333        215.570471  
1390    28.444444        39.833333        215.570471  
1391    28.444444        40.166667        209.805561  
1392    28.375000        40.000000        212.023852  
1393    28.375000        40.000000        212.023852  
1394    28.375000        40.000000        212.023852  
1395    28.375000        40.000000        212.023852  
1396    28.500000        39.645833        219.163616  
1397    28.743590        39.666667        222.032766  
1398    28.743590        39.666667        222.032766  
1399    28.696970        39.696970        220.919660  
1400    28.666667        39.743590        219.775578  
1401    28.577778        39.577778        221.153913  
1402    28.577778        39.577778        221.153913  
1403    28.577778        39.577778        221.153913  
1404    28.577778        39.577778        221.153913  
1405    28.645833        39.500000        223.171578  
1406    28.645833        39.500000        223.171578  
1407    28.645833        39.500000        223.171578  
1408    28.645833        39.500000        223.171578  
1409    28.645833        39.500000        223.171578  
1410    28.809524        39.571429        224.411679  
1411    29.000000        39.500000        228.343552  
1412    29.190476        39.428571        232.494921  
1413    29.422222        39.422222        236.813567  
1414    29.422222        39.422222        236.813567  
1415    29.422222        39.422222        236.813567  
1416    29.422222        39.422222        236.813567  
1417    29.422222        39.422222        236.813567  
1418    30.000000        39.000000        252.588038  
1419    30.583333        38.666667        265.907635  
1420    30.577778        38.577778        265.923278  
1421    30.645833        38.500000        267.320071  
1422    31.354167        38.500000        280.683137  
1423    32.354167        38.500000        297.521949  
1424    32.577778        38.577778        301.432666  
1425    32.577778        38.577778        301.432666  
1426    34.333333        39.743590        333.545830  
1427    34.500000        39.645833        333.362762  
1428    34.500000        39.645833        333.362762  
1429    34.500000        39.645833        333.362762  
1430    35.000000        40.733333        349.577203  
1431    35.500000        41.133333        355.450724  
1432    35.416667        41.666667          1.958244  
1433    35.500000        42.133333          7.553138  
1434    35.500000        42.500000         11.881140  
1435    35.500000        42.500000         11.881140  
1436    35.422222        43.577778         24.056976  
1437    35.222222        44.222222         31.459956  
1438    34.288889        44.955556         44.546169  
1439    34.500000        45.000000         43.237440  
1440    34.375000        45.000000         44.217384  
1441    33.500000        45.645833         56.743158  
1442    33.500000        45.645833         56.743158  
1443    33.500000        45.645833         56.743158  
1444    32.500000        45.645833         67.505260  
1445    32.500000        46.354167         70.527716  
1446    31.500000        46.354167         81.625623  
1447    31.500000        46.354167         81.625623  
1448    31.222222        46.222222         84.720696  
1449    30.428571        46.190476         94.373325  
1450    30.000000        45.809524        100.364387  
1451    29.000000        45.190476        115.883741  
1452    29.000000        45.190476        115.883741  
1453    28.422222        44.577778        127.607694  
1454    28.422222        44.577778        127.607694  
1455    28.422222        44.577778        127.607694  
1456    27.577778        43.577778        147.181825  
1457    27.577778        43.577778        147.181825  
1458    27.577778        43.422222        149.186952  
1459    27.577778        42.577778        161.568374  
1460    27.777778        41.777778        174.883336  
1461    28.000000        41.266667        184.957033  
1462    28.000000        41.266667        184.957033  
1463    28.500000        40.000000        213.410384  
1464    28.666667        39.743590        219.775578  
1465    28.925926        39.629630        225.275940  
